match,market,home_team,away_team,player_name,player_team,opposition_team,line,over_price,under_price,agency
Melbourne Renegades v Perth Scorchers,Player Wickets,Melbourne Renegades,Perth Scorchers,Adam Zampa,Melbourne Renegades,Perth Scorchers,0.5,1.2,NA,TopSport
Melbourne Renegades v Perth Scorchers,Player Wickets,Melbourne Renegades,Perth Scorchers,Adam Zampa,Melbourne Renegades,Perth Scorchers,1.5,2.15,1.62,TopSport
Melbourne Renegades v Perth Scorchers,Player Wickets,Melbourne Renegades,Perth Scorchers,Adam Zampa,Melbourne Renegades,Perth Scorchers,2.5,4.7,NA,TopSport
Melbourne Renegades v Perth Scorchers,Player Wickets,Melbourne Renegades,Perth Scorchers,Adam Zampa,Melbourne Renegades,Perth Scorchers,3.5,10,NA,TopSport
Melbourne Renegades v Perth Scorchers,Player Wickets,Melbourne Renegades,Perth Scorchers,Andrew Tye,Perth Scorchers,Melbourne Renegades,0.5,1.2,NA,TopSport
Melbourne Renegades v Perth Scorchers,Player Wickets,Melbourne Renegades,Perth Scorchers,Andrew Tye,Perth Scorchers,Melbourne Renegades,1.5,2.15,1.62,TopSport
Melbourne Renegades v Perth Scorchers,Player Wickets,Melbourne Renegades,Perth Scorchers,Andrew Tye,Perth Scorchers,Melbourne Renegades,2.5,4.7,NA,TopSport
Melbourne Renegades v Perth Scorchers,Player Wickets,Melbourne Renegades,Perth Scorchers,Andrew Tye,Perth Scorchers,Melbourne Renegades,3.5,10,NA,TopSport
Hobart Hurricanes v Sydney Sixers,Player Wickets,Hobart Hurricanes,Sydney Sixers,Chris Jordan,Hobart Hurricanes,Sydney Sixers,0.5,1.31,NA,TopSport
Hobart Hurricanes v Sydney Sixers,Player Wickets,Hobart Hurricanes,Sydney Sixers,Chris Jordan,Hobart Hurricanes,Sydney Sixers,1.5,2.55,1.45,TopSport
Hobart Hurricanes v Sydney Sixers,Player Wickets,Hobart Hurricanes,Sydney Sixers,Chris Jordan,Hobart Hurricanes,Sydney Sixers,2.5,5.5,NA,TopSport
Hobart Hurricanes v Sydney Sixers,Player Wickets,Hobart Hurricanes,Sydney Sixers,Chris Jordan,Hobart Hurricanes,Sydney Sixers,3.5,12,NA,TopSport
Melbourne Renegades v Perth Scorchers,Player Wickets,Melbourne Renegades,Perth Scorchers,Jhye Richardson,Perth Scorchers,Melbourne Renegades,0.5,1.22,NA,TopSport
Melbourne Renegades v Perth Scorchers,Player Wickets,Melbourne Renegades,Perth Scorchers,Jhye Richardson,Perth Scorchers,Melbourne Renegades,1.5,2.2,1.6,TopSport
Melbourne Renegades v Perth Scorchers,Player Wickets,Melbourne Renegades,Perth Scorchers,Jhye Richardson,Perth Scorchers,Melbourne Renegades,2.5,4.8,NA,TopSport
Melbourne Renegades v Perth Scorchers,Player Wickets,Melbourne Renegades,Perth Scorchers,Jhye Richardson,Perth Scorchers,Melbourne Renegades,3.5,10,NA,TopSport
Melbourne Renegades v Perth Scorchers,Player Wickets,Melbourne Renegades,Perth Scorchers,Kane Richardson,Melbourne Renegades,Perth Scorchers,0.5,1.26,NA,TopSport
Melbourne Renegades v Perth Scorchers,Player Wickets,Melbourne Renegades,Perth Scorchers,Kane Richardson,Melbourne Renegades,Perth Scorchers,2.5,5.1,NA,TopSport
Melbourne Renegades v Perth Scorchers,Player Wickets,Melbourne Renegades,Perth Scorchers,Kane Richardson,Melbourne Renegades,Perth Scorchers,3.5,11,NA,TopSport
Hobart Hurricanes v Sydney Sixers,Player Wickets,Hobart Hurricanes,Sydney Sixers,Riley Meredith,Hobart Hurricanes,Sydney Sixers,0.5,1.3,NA,TopSport
Hobart Hurricanes v Sydney Sixers,Player Wickets,Hobart Hurricanes,Sydney Sixers,Riley Meredith,Hobart Hurricanes,Sydney Sixers,1.5,2.6,1.44,TopSport
Hobart Hurricanes v Sydney Sixers,Player Wickets,Hobart Hurricanes,Sydney Sixers,Riley Meredith,Hobart Hurricanes,Sydney Sixers,2.5,5.5,NA,TopSport
Hobart Hurricanes v Sydney Sixers,Player Wickets,Hobart Hurricanes,Sydney Sixers,Riley Meredith,Hobart Hurricanes,Sydney Sixers,3.5,12,NA,TopSport
Hobart Hurricanes v Sydney Sixers,Player Wickets,Hobart Hurricanes,Sydney Sixers,Sean Abbott,Sydney Sixers,Hobart Hurricanes,0.5,1.2,NA,TopSport
Hobart Hurricanes v Sydney Sixers,Player Wickets,Hobart Hurricanes,Sydney Sixers,Sean Abbott,Sydney Sixers,Hobart Hurricanes,1.5,2.15,1.62,TopSport
Hobart Hurricanes v Sydney Sixers,Player Wickets,Hobart Hurricanes,Sydney Sixers,Sean Abbott,Sydney Sixers,Hobart Hurricanes,2.5,4.7,NA,TopSport
Hobart Hurricanes v Sydney Sixers,Player Wickets,Hobart Hurricanes,Sydney Sixers,Sean Abbott,Sydney Sixers,Hobart Hurricanes,3.5,10,NA,TopSport
Hobart Hurricanes v Sydney Sixers,Player Wickets,Hobart Hurricanes,Sydney Sixers,Tom Curran,Sydney Sixers,Hobart Hurricanes,0.5,1.26,NA,TopSport
Hobart Hurricanes v Sydney Sixers,Player Wickets,Hobart Hurricanes,Sydney Sixers,Tom Curran,Sydney Sixers,Hobart Hurricanes,1.5,2.35,1.53,TopSport
