match,market,home_team,away_team,player_name,player_team,opposition_team,line,over_price,under_price,agency
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,4.5,1.08,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,9.5,1.23,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,14.5,1.4,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,19.5,1.6,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,24.5,1.85,1.85,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,24.5,1.87,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,29.5,2.2,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,39.5,3.1,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,49.5,4,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,74.5,11,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,99.5,23,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,4.5,1.08,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,9.5,1.23,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,14.5,1.4,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,19.5,1.6,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,24.5,2,1.72,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,24.5,2,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,29.5,2.2,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,39.5,3.1,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,49.5,3.5,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,74.5,11,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,99.5,23,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Marcus Stoinis,Melbourne Stars,Brisbane Heat,4.5,1.14,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Marcus Stoinis,Melbourne Stars,Brisbane Heat,9.5,1.36,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Marcus Stoinis,Melbourne Stars,Brisbane Heat,14.5,1.65,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Marcus Stoinis,Melbourne Stars,Brisbane Heat,19.5,2,1.72,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Marcus Stoinis,Melbourne Stars,Brisbane Heat,19.5,2,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Marcus Stoinis,Melbourne Stars,Brisbane Heat,24.5,2.3,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Marcus Stoinis,Melbourne Stars,Brisbane Heat,29.5,2.7,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Marcus Stoinis,Melbourne Stars,Brisbane Heat,39.5,3.6,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Marcus Stoinis,Melbourne Stars,Brisbane Heat,49.5,5.5,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Marcus Stoinis,Melbourne Stars,Brisbane Heat,74.5,15,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Marcus Stoinis,Melbourne Stars,Brisbane Heat,99.5,26,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Marnus Labuschagne,Brisbane Heat,Melbourne Stars,4.5,1.08,NA,TAB
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Marnus Labuschagne,Brisbane Heat,Melbourne Stars,9.5,1.23,NA,TAB
