match,market,home_team,away_team,player_name,player_team,opposition_team,line,over_price,under_price,agency
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Aaron Finch,Melbourne Renegades,Sydney Sixers,9.5,1.42,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Aaron Finch,Melbourne Renegades,Sydney Sixers,19.5,1.98,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Aaron Finch,Melbourne Renegades,Sydney Sixers,29.5,2.85,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Aaron Finch,Melbourne Renegades,Sydney Sixers,39.5,4.3,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Aaron Finch,Melbourne Renegades,Sydney Sixers,49.5,7,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,9.5,1.26,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,14.5,1.46,2.6,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,19.5,1.67,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,23.5,1.88,1.85,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,29.5,2.2,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,33.5,2.53,1.48,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,39.5,2.95,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,49.5,4,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Daniel Hughes,Sydney Sixers,Melbourne Renegades,9.5,1.42,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Daniel Hughes,Sydney Sixers,Melbourne Renegades,19.5,1.97,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Daniel Hughes,Sydney Sixers,Melbourne Renegades,29.5,2.8,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Daniel Hughes,Sydney Sixers,Melbourne Renegades,39.5,4.3,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Daniel Hughes,Sydney Sixers,Melbourne Renegades,49.5,7,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,9.5,1.25,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,19.5,1.61,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,24.5,1.84,1.89,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,29.5,2.07,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,39.5,2.65,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,49.5,3.5,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Jake Fraser-McGurk,Melbourne Renegades,Sydney Sixers,9.5,1.36,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Jake Fraser-McGurk,Melbourne Renegades,Sydney Sixers,11.5,1.46,2.6,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Jake Fraser-McGurk,Melbourne Renegades,Sydney Sixers,18.5,1.83,1.9,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Jake Fraser-McGurk,Melbourne Renegades,Sydney Sixers,19.5,1.88,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Jake Fraser-McGurk,Melbourne Renegades,Sydney Sixers,28.5,2.59,1.46,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Jake Fraser-McGurk,Melbourne Renegades,Sydney Sixers,29.5,2.6,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Jake Fraser-McGurk,Melbourne Renegades,Sydney Sixers,39.5,3.75,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Jake Fraser-McGurk,Melbourne Renegades,Sydney Sixers,49.5,5.4,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,James Vince,Sydney Sixers,Melbourne Renegades,9.5,1.3,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,James Vince,Sydney Sixers,Melbourne Renegades,19.5,1.71,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,James Vince,Sydney Sixers,Melbourne Renegades,22.5,1.88,1.85,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,James Vince,Sydney Sixers,Melbourne Renegades,29.5,2.25,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,James Vince,Sydney Sixers,Melbourne Renegades,39.5,3.1,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,James Vince,Sydney Sixers,Melbourne Renegades,49.5,4.4,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Joe Burns,Melbourne Stars,Brisbane Heat,9.5,1.65,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Joe Burns,Melbourne Stars,Brisbane Heat,19.5,2.5,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Player Runs,Brisbane Heat,Melbourne Stars,Joe Burns,Melbourne Stars,Brisbane Heat,29.5,4,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Joe Clarke,Melbourne Renegades,Sydney Sixers,9.5,1.3,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Joe Clarke,Melbourne Renegades,Sydney Sixers,13.5,1.46,2.59,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Joe Clarke,Melbourne Renegades,Sydney Sixers,19.5,1.71,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Joe Clarke,Melbourne Renegades,Sydney Sixers,22.5,1.87,1.86,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Joe Clarke,Melbourne Renegades,Sydney Sixers,29.5,2.25,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Joe Clarke,Melbourne Renegades,Sydney Sixers,33.5,2.6,1.46,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Joe Clarke,Melbourne Renegades,Sydney Sixers,39.5,3.05,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Joe Clarke,Melbourne Renegades,Sydney Sixers,49.5,4.1,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Player Runs,Sydney Sixers,Melbourne Renegades,Jordan Silk,Sydney Sixers,Melbourne Renegades,9.5,1.73,NA,Sportsbet
