match,market,home_team,away_team,player_name,player_team,opposition_team,line,over_price,under_price,agency
Brisbane Heat v Melbourne Stars,Number of 4s,Brisbane Heat,Melbourne Stars,Usman Khawaja,Brisbane Heat,Melbourne Stars,3.5,2.12,1.7,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 4s,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,2.5,2.04,1.74,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 4s,Brisbane Heat,Melbourne Stars,Tom F Rogers,Melbourne Stars,Brisbane Heat,2.5,2.63,1.45,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 4s,Brisbane Heat,Melbourne Stars,Sam Harper,Melbourne Stars,Brisbane Heat,1.5,1.87,1.87,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Usman Khawaja,Brisbane Heat,Melbourne Stars,0.5,2.35,1.55,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,0.5,1.74,2,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Tom F Rogers,Melbourne Stars,Brisbane Heat,0.5,2.03,1.73,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Sam Harper,Melbourne Stars,Brisbane Heat,0.5,1.95,1.79,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 4s,Sydney Sixers,Melbourne Renegades,Steve Smith,Sydney Sixers,Melbourne Renegades,3.5,2.04,1.75,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 4s,Sydney Sixers,Melbourne Renegades,Josh Philippe,Sydney Sixers,Melbourne Renegades,2.5,2.2,1.6,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 4s,Sydney Sixers,Melbourne Renegades,Joe Clarke,Melbourne Renegades,Sydney Sixers,2.5,1.91,1.82,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Steve Smith,Sydney Sixers,Melbourne Renegades,0.5,1.99,1.76,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Josh Philippe,Sydney Sixers,Melbourne Renegades,0.5,2.02,1.73,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Joe Clarke,Melbourne Renegades,Sydney Sixers,0.5,1.98,1.76,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Jake Fraser-McGurk,Melbourne Renegades,Sydney Sixers,0.5,2.3,1.57,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Colin Munro,Brisbane Heat,Melbourne Stars,0.5,1.73,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Glenn Maxwell,Melbourne Stars,Brisbane Heat,0.5,1.5,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Marcus Stoinis,Melbourne Stars,Brisbane Heat,0.5,1.93,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Sam Billings,Brisbane Heat,Melbourne Stars,0.5,1.65,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Sam Harper,Melbourne Stars,Brisbane Heat,0.5,1.93,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Hilton Cartwright,Melbourne Stars,Brisbane Heat,0.5,2.6,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Joe Burns,Melbourne Stars,Brisbane Heat,0.5,2.95,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Jonathan Merlo,NA,NA,0.5,2.6,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Marnus Labuschagne,Brisbane Heat,Melbourne Stars,0.5,2.55,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Max Bryant,Brisbane Heat,Melbourne Stars,0.5,2.2,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Tom F Rogers,Melbourne Stars,Brisbane Heat,0.5,2,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Usman Khawaja,Brisbane Heat,Melbourne Stars,0.5,2.3,NA,Sportsbet
Brisbane Heat v Melbourne Stars,Number of 6s,Brisbane Heat,Melbourne Stars,Paul Walter,Brisbane Heat,Melbourne Stars,0.5,3.4,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Steve Smith,Sydney Sixers,Melbourne Renegades,0.5,1.97,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,James Vince,Sydney Sixers,Melbourne Renegades,0.5,1.99,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Joe Clarke,Melbourne Renegades,Sydney Sixers,0.5,1.96,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Kurtis Patterson,Sydney Sixers,Melbourne Renegades,0.5,1.99,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Aaron Finch,Melbourne Renegades,Sydney Sixers,0.5,2.18,NA,Sportsbet
